501.7290963,188.3139778,177.3114827,169.4272764,173.3747073,314.0707267,86.56753493,104.3783088,93.23813273,290.4562757,65.66675696,88.44646378,80.59483673,355.7937147,69.81573626,74.94401366,77.07401548,1,5,1,0,1,0.013666935,-0.019128348,-0.000777769,5.491018343,216.2618118,17.20446587,-13.59111748,215.2870422,6.195624971,-46.36563149,214.54216,-10.8915741,-67.76740723,216.0408295,-18.17306576,-0.590579319,235.5786011,-18.55093727,-10.13226519,216.6873459,-50.80063858,-7.104351997,197.0868835,-41.58715057,-5.668495369,199.9559738,-26.36955452,14.04072409,236.7609299,-23.02408276,5.157430029,215.7448425,-54.43756523,4.183949113,193.4199921,-42.96346817,6.450936747,196.2091507,-25.6755703,29.03279324,234.5194534,-23.93206539,24.04607506,215.1902512,-52.71153107,20.10022793,195.0608612,-41.37186203,19.84050179,198.3546524,-24.31607552,43.41907005,228.8688309,-22.52057362,40.76961823,215.0569962,-49.91664124,34.05647926,199.1580536,-43.19498444,32.19354668,201.5308731,-30.13022995,A
493.4527392,184.4488677,179.6033074,173.3044178,184.8780032,315.5377885,84.76160026,104.7312285,96.49232937,268.3426631,60.6136394,88.35084878,83.86752155,329.6442127,63.37983633,73.88165549,76.37286999,1,5,1,0,1,0.016646022,-0.007654948,-0.001959956,20.33148079,216.5597198,27.49778576,3.419814968,214.4060898,13.64333448,-25.71762638,209.7309464,-8.262794447,-44.92084503,204.7555496,-18.84651661,17.56340389,236.6665558,-8.165503883,10.48133907,218.5879089,-43.11935005,12.9644063,198.1238312,-35.78209534,14.895296,199.4880417,-20.43229618,32.64364738,237.2987412,-11.07126484,25.70133114,217.3247406,-45.12006493,23.3014473,194.3624741,-35.92276764,25.55766888,195.6273972,-18.51967659,47.62641525,234.9716751,-10.42799425,44.41930084,216.6410584,-41.72219963,39.02353249,195.8119614,-33.03796997,38.57613487,197.4521301,-15.8356452,61.74226646,229.0995193,-7.611366177,61.21705894,216.244075,-36.68009567,53.74354019,199.727446,-32.29230003,51.74751091,200.3483231,-19.15666294,A
499.1621846,187.3890767,182.5788762,176.7123717,185.0447384,318.6905064,85.03830517,106.0427307,97.00507152,268.8081668,60.84492444,90.20025978,85.52918238,331.9442572,61.72255667,74.21205002,77.7600473,1,5,1,0,1,-0.000476791,-0.003500315,-0.0053211,14.55705719,259.0581573,28.70656357,-1.663777256,254.8604874,14.42609348,-30.05630474,247.2621094,-7.790444899,-49.22347679,241.7947037,-18.65248966,14.70952291,274.0724213,-10.08958311,8.099599838,251.4931427,-42.60584564,9.272403717,232.2671722,-32.51618004,10.73303223,235.3408386,-17.07834797,29.89266338,273.6322784,-12.37850685,23.4311327,249.2614807,-43.70133324,19.48133659,227.8858917,-31.6225729,20.82763252,231.3192398,-14.29921093,44.72889557,270.9183044,-10.7591959,42.20610771,248.3461136,-39.37117691,35.53334274,228.9503708,-28.23506756,33.98510056,232.7279785,-11.3296463,58.41855202,264.9670898,-6.520087814,58.92107582,247.9969208,-33.80261421,50.67872658,232.3836914,-27.92220364,47.46351318,234.6751205,-15.08103762,A
500.9659103,187.6422064,180.8281825,173.1773388,183.5968528,320.2892205,85.82197124,106.1967988,97.74081627,271.0853218,61.60481723,90.98713801,86.30250045,332.142707,61.05082437,75.63911421,78.01469819,1,5,1,0,1,0.00343141,-0.003121258,-0.006217552,16.47676964,288.0366211,30.84838219,0.401247597,284.1710388,16.29150324,-27.87434616,276.6647644,-6.08567915,-46.93568268,270.7596222,-17.01839428,17.06457291,303.9336487,-7.470575142,10.50194292,282.1946411,-40.86869888,11.56912508,262.8467072,-31.54711647,13.04845495,265.4756256,-15.92923145,32.26754837,303.316684,-9.704530334,25.90245972,279.7640289,-41.88071365,21.86155758,258.4090912,-30.56237812,23.13236694,261.6442474,-13.11908741,47.08816795,300.5117035,-8.093735027,44.64836693,278.6719849,-37.41290703,37.9331089,259.4668884,-26.90870266,36.35849609,263.2057678,-9.881954575,60.7959938,294.5522888,-3.953781033,61.42235146,278.2003479,-31.639888,53.22386856,262.7832123,-26.11001167,50.01069298,265.0954865,-13.16677713,A
503.5655114,187.8789478,179.3971146,172.0575692,181.8592936,319.4284632,85.00352561,105.9617169,97.74121817,269.2294354,60.74978739,90.38935114,86.43398304,329.3019368,61.09759618,74.87433701,78.18350998,1,5,1,0,1,0.006399305,-0.003552498,-0.004909692,19.28302593,303.8464874,28.84910259,3.188000441,299.7144379,14.37947063,-25.04386406,291.1600769,-7.613835049,-43.78468933,284.0443146,-18.47887096,19.77020321,319.9814331,-9.388690567,13.54280005,298.4165619,-42.7414299,14.7952076,279.1234619,-33.33189507,16.02176313,281.7497162,-17.62813625,34.98717384,319.594986,-11.63905773,28.81080532,296.2021606,-43.78738098,24.95229034,274.8304901,-32.41742592,26.18250999,278.0700836,-14.92857685,49.83406296,316.8911133,-10.05457916,47.55260544,295.2283051,-39.3720108,40.98393173,276.0034485,-28.84147453,39.35954857,279.7410187,-11.77724962,63.58126488,310.9812775,-5.965988255,64.33861732,294.7970032,-33.57577324,56.27873154,279.4016754,-27.93635654,53.02609329,281.8098694,-14.97559586,A
469.3535024,189.699528,190.7549007,179.5224026,175.8758592,300.1947782,82.21212927,97.55539131,95.00894496,260.756787,55.26521671,73.74394185,82.97141458,335.4273519,60.54762777,60.31109333,76.20961545,1,5,1,0,1,0.011494052,-0.000743365,0.00269441,21.46058083,98.92325974,21.94728661,5.842505217,95.60001526,7.132769632,-22.14211082,92.27289963,-15.43239326,-41.69746361,93.83503113,-25.31369858,17.8845583,117.1261436,-13.83555059,14.38662338,97.30233765,-46.76268349,16.91417274,76.146698,-36.90095024,17.05969563,77.8811615,-22.3061655,33.23160896,117.5411675,-15.45044212,29.27035313,96.01615219,-47.31413879,26.19655895,72.43492126,-35.84978371,26.77841682,73.90437088,-19.00868664,48.14420738,115.5839386,-13.3671073,46.46777992,96.19732819,-42.97085152,39.10813866,74.81161575,-33.11473084,37.21039047,76.36630325,-16.66702194,62.2789299,110.420002,-9.007418156,62.67710114,96.97707596,-37.05667648,53.11447983,80.37657394,-32.56603813,49.89144058,80.7967392,-20.05159988,A
476.0069404,195.0559092,188.7630148,178.126038,180.4236505,306.7463411,81.03058729,99.70246644,95.43504801,276.8218966,54.8315227,78.76367246,81.8209345,344.4043662,60.50020656,66.31479242,73.03139684,1,5,1,0,1,0.000588556,-0.002987508,-0.004533956,15.01220789,131.4617554,25.1212492,-1.611194086,129.4289658,10.9704051,-29.77036514,126.2894653,-12.38863783,-48.5444252,125.9858864,-24.36617641,13.78416643,145.6564835,-12.41526585,8.417094231,122.5408783,-43.44935875,10.01181908,102.4640739,-31.95809879,10.17177591,105.4021805,-17.20246525,29.03241711,145.4210114,-14.64810133,22.9580986,120.5409584,-44.71450424,19.03917599,98.2502861,-31.53596897,20.1815609,101.4135422,-14.98836536,43.88135262,142.7870071,-12.90463648,40.60407181,120.038343,-40.6180809,32.96519165,100.0438393,-28.73936977,31.80417576,103.5554024,-12.57580061,57.5979599,136.8918594,-8.479292679,56.98003197,119.9844452,-34.91377106,47.24948349,104.1552605,-28.45816078,44.31012383,106.2202095,-16.14699726,A
472.8659394,195.6652406,190.3265176,177.1087542,182.6918786,315.0482561,84.41206036,102.3049555,96.48474444,274.1473302,56.80288766,84.27783146,83.05009022,338.4621877,55.13218138,71.69850284,73.83931443,1,5,1,0,1,0.004351177,0.001892303,-0.001848368,15.77241297,159.2314713,28.93545895,0.336353588,156.6244339,13.66204872,-26.00084877,152.5182373,-11.38579426,-44.06758308,151.2248398,-24.06449509,16.05673361,174.7138229,-8.980028725,12.39005804,152.5258316,-42.1869091,14.09773636,131.8653442,-32.53326721,14.47738009,133.6134155,-17.3410574,31.37689552,174.9173752,-10.38606892,27.65491562,150.9384811,-42.58232918,23.63725548,128.0573944,-31.43464069,23.48510838,130.3146286,-14.45107355,46.17317848,172.5950073,-7.941441631,45.49387627,150.6654358,-37.30505028,38.24743576,130.1503601,-27.29416752,35.73541794,132.997438,-10.88466644,59.80625381,166.9440826,-3.005835438,61.65549431,150.7617157,-30.47269878,52.65963364,134.3252121,-25.56602268,48.64499702,135.7831345,-13.29567518,A
479.6142493,189.930624,186.1476218,173.2731306,181.9244925,318.1021044,84.53196394,104.0674715,97.15906993,267.0733077,58.02396654,87.08673057,84.62162305,326.9947788,56.99589808,73.13305113,75.89706582,1,5,1,0,1,0.005586954,0.002299559,-0.001944806,13.52046566,188.1420609,26.71960278,-1.804373884,184.6514465,11.53577433,-28.1158638,178.6534805,-13.06291428,-46.07313614,174.6944672,-25.36583691,14.22220783,203.9385849,-11.81690283,10.35442276,181.774295,-44.90710182,11.80549831,161.8539383,-35.03872986,12.11611395,164.2908569,-19.69518776,29.56158276,203.7654633,-13.20774956,25.60090237,179.840715,-45.52796135,21.42713318,157.5626923,-34.42054634,21.34346828,160.2936172,-17.28448696,44.34223404,201.3954544,-10.76927776,43.74129791,179.4143295,-40.18006783,36.55679817,159.4475128,-30.1607851,33.88585854,162.8285645,-13.65158958,57.96444054,195.7758179,-5.838954735,60.06153107,179.4682266,-33.42188301,51.35721512,163.3027527,-28.5392067,47.2506115,165.1167114,-16.19775324,A
482.0508016,189.3809616,186.1474483,174.4217609,183.2305521,317.4351057,84.941645,105.1296803,97.43514101,262.939248,58.65558418,88.94942469,85.17045322,323.4255717,57.50314899,74.38520584,76.42133689,1,5,1,0,1,0.008257411,0.001179536,-0.006296915,15.54302015,204.8372055,25.51532459,0.033048487,201.9297272,10.3394948,-26.5755373,196.5982315,-14.22986536,-44.36641541,192.2042847,-26.90082417,16.24428921,222.5321716,-12.24266262,11.33077469,201.9454102,-46.2288372,12.43998289,181.7246597,-37.26315575,13.20445137,183.5974792,-21.80947781,31.54240341,222.0990509,-13.86525202,26.58704319,199.7655563,-47.16812248,22.14069023,177.2456085,-36.98731194,22.51734104,179.2213272,-19.63709507,46.31555557,219.4004303,-11.75677938,44.96555824,198.776329,-42.06058502,37.66967239,178.5137238,-32.77124443,35.3598381,181.1447006,-15.99904432,59.93396721,213.4149445,-7.282683277,61.42836151,198.3173264,-35.51811752,52.65274429,182.1002258,-31.11216965,48.83952904,183.3962204,-18.54640293,A
